"data","dt_sin_pri","n"
"2020-06-07",2020-02-01,85
"2020-06-07",2020-01-31,47
"2020-06-07",2020-01-30,63
"2020-06-07",2020-01-29,56
"2020-06-07",2020-01-28,55
"2020-06-07",2020-01-27,55
"2020-06-07",2020-01-26,58
"2020-06-07",2020-01-25,62
"2020-06-07",2020-01-24,52
"2020-06-07",2020-01-23,57
"2020-06-07",2020-01-22,52
"2020-06-07",2020-01-21,54
"2020-06-07",2020-01-20,58
"2020-06-07",2020-01-19,53
"2020-06-07",2020-01-18,51
"2020-06-07",2020-01-17,67
"2020-06-07",2020-01-16,65
"2020-06-07",2020-01-15,68
"2020-06-07",2020-01-14,64
"2020-06-07",2020-01-13,50
"2020-06-07",2020-01-12,55
"2020-06-07",2020-01-11,53
"2020-06-07",2020-01-10,71
"2020-06-07",2020-01-09,44
"2020-06-07",2020-01-08,53
"2020-06-07",2020-01-07,56
"2020-06-07",2020-01-06,67
"2020-06-07",2020-01-05,62
"2020-06-07",2020-01-04,47
"2020-06-07",2020-01-03,55
"2020-06-07",2020-01-02,58
"2020-06-07",2020-01-01,83
"2020-06-06",2020-06-06,12
"2020-06-06",2020-06-05,96
"2020-06-06",2020-06-04,298
"2020-06-06",2020-06-03,519
"2020-06-06",2020-06-02,813
"2020-06-06",2020-06-01,1356
"2020-06-06",2020-05-31,1383
"2020-06-06",2020-05-30,1534
"2020-06-06",2020-05-29,1921
"2020-06-06",2020-05-28,2084
"2020-06-06",2020-05-27,2027
"2020-06-06",2020-05-26,2283
"2020-06-06",2020-05-25,3040
"2020-06-06",2020-05-24,2477
"2020-06-06",2020-05-23,2580
"2020-06-06",2020-05-22,2905
"2020-06-06",2020-05-21,2964
"2020-06-06",2020-05-20,4106
"2020-06-06",2020-05-19,3163
"2020-06-06",2020-05-18,3729
"2020-06-06",2020-05-17,3403
"2020-06-06",2020-05-16,3451
"2020-06-06",2020-05-15,4281
"2020-06-06",2020-05-14,3725
"2020-06-06",2020-05-13,3629
"2020-06-06",2020-05-12,3795
"2020-06-06",2020-05-11,3909
"2020-06-06",2020-05-10,5111
"2020-06-06",2020-05-09,3706
"2020-06-06",2020-05-08,3962
"2020-06-06",2020-05-07,3758
"2020-06-06",2020-05-06,3562
"2020-06-06",2020-05-05,4315
"2020-06-06",2020-05-04,4217
"2020-06-06",2020-05-03,3797
"2020-06-06",2020-05-02,3875
"2020-06-06",2020-05-01,5933
"2020-06-06",2020-04-30,4069
"2020-06-06",2020-04-29,3139
"2020-06-06",2020-04-28,3816
"2020-06-06",2020-04-27,3822
"2020-06-06",2020-04-26,3587
"2020-06-06",2020-04-25,3896
"2020-06-06",2020-04-24,3694
"2020-06-06",2020-04-23,3565
"2020-06-06",2020-04-22,3413
"2020-06-06",2020-04-21,3104
"2020-06-06",2020-04-20,4985
"2020-06-06",2020-04-19,3190
"2020-06-06",2020-04-18,3434
"2020-06-06",2020-04-17,3261
"2020-06-06",2020-04-16,2976
"2020-06-06",2020-04-15,3362
"2020-06-06",2020-04-14,2948
"2020-06-06",2020-04-13,3010
"2020-06-06",2020-04-12,2783
"2020-06-06",2020-04-11,2376
"2020-06-06",2020-04-10,3357
"2020-06-06",2020-04-09,2481
"2020-06-06",2020-04-08,2394
"2020-06-06",2020-04-07,2251
"2020-06-06",2020-04-06,2409
"2020-06-06",2020-04-05,2261
"2020-06-06",2020-04-04,2270
"2020-06-06",2020-04-03,2206
"2020-06-06",2020-04-02,2125
"2020-06-06",2020-04-01,2893
"2020-06-06",2020-03-31,1877
"2020-06-06",2020-03-30,2115
"2020-06-06",2020-03-29,1826
"2020-06-06",2020-03-28,1947
"2020-06-06",2020-03-27,2030
"2020-06-06",2020-03-26,2035
"2020-06-06",2020-03-25,2113
"2020-06-06",2020-03-24,2076
"2020-06-06",2020-03-23,2476
"2020-06-06",2020-03-22,1921
"2020-06-06",2020-03-21,1931
"2020-06-06",2020-03-20,2569
"2020-06-06",2020-03-19,1785
"2020-06-06",2020-03-18,1778
"2020-06-06",2020-03-17,1549
"2020-06-06",2020-03-16,1630
"2020-06-06",2020-03-15,1386
"2020-06-06",2020-03-14,1077
"2020-06-06",2020-03-13,959
"2020-06-06",2020-03-12,802
"2020-06-06",2020-03-11,594
"2020-06-06",2020-03-10,672
"2020-06-06",2020-03-09,487
"2020-06-06",2020-03-08,355
"2020-06-06",2020-03-07,292
"2020-06-06",2020-03-06,275
"2020-06-06",2020-03-05,251
"2020-06-06",2020-03-04,202
"2020-06-06",2020-03-03,236
"2020-06-06",2020-03-02,243
"2020-06-06",2020-03-01,305
"2020-06-06",2020-02-29,159
"2020-06-06",2020-02-28,164
"2020-06-06",2020-02-27,160
"2020-06-06",2020-02-26,146
"2020-06-06",2020-02-25,170
"2020-06-06",2020-02-24,152
"2020-06-06",2020-02-23,123
"2020-06-06",2020-02-22,133
"2020-06-06",2020-02-21,121
"2020-06-06",2020-02-20,151
"2020-06-06",2020-02-19,104
"2020-06-06",2020-02-18,103
"2020-06-06",2020-02-17,134
"2020-06-06",2020-02-16,105
"2020-06-06",2020-02-15,102
"2020-06-06",2020-02-14,103
"2020-06-06",2020-02-13,78
"2020-06-06",2020-02-12,90
"2020-06-06",2020-02-11,71
"2020-06-06",2020-02-10,104
"2020-06-06",2020-02-09,78
"2020-06-06",2020-02-08,64
"2020-06-06",2020-02-07,74
"2020-06-06",2020-02-06,59
"2020-06-06",2020-02-05,74
"2020-06-06",2020-02-04,72
"2020-06-06",2020-02-03,64
"2020-06-06",2020-02-02,58
"2020-06-06",2020-02-01,85
"2020-06-06",2020-01-31,47
"2020-06-06",2020-01-30,63
"2020-06-06",2020-01-29,56
"2020-06-06",2020-01-28,55
"2020-06-06",2020-01-27,55
"2020-06-06",2020-01-26,58
"2020-06-06",2020-01-25,62
"2020-06-06",2020-01-24,52
"2020-06-06",2020-01-23,57
"2020-06-06",2020-01-22,52
"2020-06-06",2020-01-21,54
"2020-06-06",2020-01-20,58
"2020-06-06",2020-01-19,53
"2020-06-06",2020-01-18,51
"2020-06-06",2020-01-17,67
"2020-06-06",2020-01-16,65
"2020-06-06",2020-01-15,68
"2020-06-06",2020-01-14,64
"2020-06-06",2020-01-13,50
"2020-06-06",2020-01-12,55
"2020-06-06",2020-01-11,53
"2020-06-06",2020-01-10,71
"2020-06-06",2020-01-09,44
"2020-06-06",2020-01-08,53
"2020-06-06",2020-01-07,56
"2020-06-06",2020-01-06,67
"2020-06-06",2020-01-05,62
"2020-06-06",2020-01-04,47
"2020-06-06",2020-01-03,55
"2020-06-06",2020-01-02,58
"2020-06-06",2020-01-01,83
"2020-06-05",2020-06-05,38
"2020-06-05",2020-06-04,236
"2020-06-05",2020-06-03,419
"2020-06-05",2020-06-02,710
"2020-06-05",2020-06-01,1196
"2020-06-05",2020-05-31,1289
"2020-06-05",2020-05-30,1459
"2020-06-05",2020-05-29,1817
"2020-06-05",2020-05-28,2001
"2020-06-05",2020-05-27,1955
"2020-06-05",2020-05-26,2197
"2020-06-05",2020-05-25,2978
"2020-06-05",2020-05-24,2442
"2020-06-05",2020-05-23,2525
"2020-06-05",2020-05-22,2868
"2020-06-05",2020-05-21,2932
"2020-06-05",2020-05-20,4065
"2020-06-05",2020-05-19,3130
"2020-06-05",2020-05-18,3700
"2020-06-05",2020-05-17,3389
"2020-06-05",2020-05-16,3434
"2020-06-05",2020-05-15,4244
"2020-06-05",2020-05-14,3699
"2020-06-05",2020-05-13,3615
"2020-06-05",2020-05-12,3773
"2020-06-05",2020-05-11,3892
"2020-06-05",2020-05-10,5081
"2020-06-05",2020-05-09,3693
"2020-06-05",2020-05-08,3946
"2020-06-05",2020-05-07,3740
"2020-06-05",2020-05-06,3548
"2020-06-05",2020-05-05,4294
"2020-06-05",2020-05-04,4190
"2020-06-05",2020-05-03,3790
"2020-06-05",2020-05-02,3862
"2020-06-05",2020-05-01,5904
"2020-06-05",2020-04-30,4051
"2020-06-05",2020-04-29,3133
"2020-06-05",2020-04-28,3806
"2020-06-05",2020-04-27,3817
"2020-06-05",2020-04-26,3572
"2020-06-05",2020-04-25,3888
"2020-06-05",2020-04-24,3684
"2020-06-05",2020-04-23,3560
"2020-06-05",2020-04-22,3407
"2020-06-05",2020-04-21,3094
"2020-06-05",2020-04-20,4977
"2020-06-05",2020-04-19,3184
"2020-06-05",2020-04-18,3429
"2020-06-05",2020-04-17,3259
"2020-06-05",2020-04-16,2973
"2020-06-05",2020-04-15,3357
"2020-06-05",2020-04-14,2946
"2020-06-05",2020-04-13,3007
"2020-06-05",2020-04-12,2783
"2020-06-05",2020-04-11,2374
"2020-06-05",2020-04-10,3357
"2020-06-05",2020-04-09,2479
"2020-06-05",2020-04-08,2393
"2020-06-05",2020-04-07,2250
"2020-06-05",2020-04-06,2407
"2020-06-05",2020-04-05,2258
"2020-06-05",2020-04-04,2265
"2020-06-05",2020-04-03,2204
"2020-06-05",2020-04-02,2121
"2020-06-05",2020-04-01,2888
"2020-06-05",2020-03-31,1879
"2020-06-05",2020-03-30,2114
"2020-06-05",2020-03-29,1826
"2020-06-05",2020-03-28,1946
"2020-06-05",2020-03-27,2028
"2020-06-05",2020-03-26,2034
"2020-06-05",2020-03-25,2110
"2020-06-05",2020-03-24,2072
"2020-06-05",2020-03-23,2474
"2020-06-05",2020-03-22,1921
"2020-06-05",2020-03-21,1929
"2020-06-05",2020-03-20,2568
"2020-06-05",2020-03-19,1785
"2020-06-05",2020-03-18,1778
"2020-06-05",2020-03-17,1550
"2020-06-05",2020-03-16,1630
"2020-06-05",2020-03-15,1386
"2020-06-05",2020-03-14,1076
"2020-06-05",2020-03-13,959
"2020-06-05",2020-03-12,801
"2020-06-05",2020-03-11,595
"2020-06-05",2020-03-10,672
"2020-06-05",2020-03-09,487
"2020-06-05",2020-03-08,355
"2020-06-05",2020-03-07,292
"2020-06-05",2020-03-06,275
"2020-06-05",2020-03-05,250
"2020-06-05",2020-03-04,202
"2020-06-05",2020-03-03,236
"2020-06-05",2020-03-02,243
"2020-06-05",2020-03-01,305
"2020-06-05",2020-02-29,159
"2020-06-05",2020-02-28,164
"2020-06-05",2020-02-27,160
"2020-06-05",2020-02-26,146
"2020-06-05",2020-02-25,170
"2020-06-05",2020-02-24,152
"2020-06-05",2020-02-23,124
"2020-06-05",2020-02-22,133
"2020-06-05",2020-02-21,121
"2020-06-05",2020-02-20,151
"2020-06-05",2020-02-19,104
"2020-06-05",2020-02-18,103
"2020-06-05",2020-02-17,134
"2020-06-05",2020-02-16,104
"2020-06-05",2020-02-15,102
"2020-06-05",2020-02-14,103
"2020-06-05",2020-02-13,78
"2020-06-05",2020-02-12,90
"2020-06-05",2020-02-11,71
"2020-06-05",2020-02-10,104
"2020-06-05",2020-02-09,78
"2020-06-05",2020-02-08,64
"2020-06-05",2020-02-07,74
"2020-06-05",2020-02-06,59
"2020-06-05",2020-02-05,74
"2020-06-05",2020-02-04,72
"2020-06-05",2020-02-03,64
"2020-06-05",2020-02-02,58
"2020-06-05",2020-02-01,85
"2020-06-05",2020-01-31,47
"2020-06-05",2020-01-30,63
"2020-06-05",2020-01-29,56
"2020-06-05",2020-01-28,55
"2020-06-05",2020-01-27,55
"2020-06-05",2020-01-26,58
"2020-06-05",2020-01-25,62
"2020-06-05",2020-01-24,52
"2020-06-05",2020-01-23,57
"2020-06-05",2020-01-22,52
"2020-06-05",2020-01-21,54
"2020-06-05",2020-01-20,58
"2020-06-05",2020-01-19,53
"2020-06-05",2020-01-18,51
"2020-06-05",2020-01-17,67
"2020-06-05",2020-01-16,65
"2020-06-05",2020-01-15,68
"2020-06-05",2020-01-14,64
"2020-06-05",2020-01-13,50
"2020-06-05",2020-01-12,55
"2020-06-05",2020-01-11,53
"2020-06-05",2020-01-10,71
"2020-06-05",2020-01-09,44
"2020-06-05",2020-01-08,53
"2020-06-05",2020-01-07,56
"2020-06-05",2020-01-06,67
"2020-06-05",2020-01-05,62
"2020-06-05",2020-01-04,47
"2020-06-05",2020-01-03,55
"2020-06-05",2020-01-02,58
"2020-06-05",2020-01-01,83
"2020-06-04",2020-06-04,31
"2020-06-04",2020-06-03,179
"2020-06-04",2020-06-02,433
"2020-06-04",2020-06-01,830
"2020-06-04",2020-05-31,997
"2020-06-04",2020-05-30,1199
"2020-06-04",2020-05-29,1549
"2020-06-04",2020-05-28,1770
"2020-06-04",2020-05-27,1781
"2020-06-04",2020-05-26,2053
"2020-06-04",2020-05-25,2767
"2020-06-04",2020-05-24,2338
"2020-06-04",2020-05-23,2414
"2020-06-04",2020-05-22,2763
"2020-06-04",2020-05-21,2852
"2020-06-04",2020-05-20,3943
"2020-06-04",2020-05-19,3057
"2020-06-04",2020-05-18,3633
"2020-06-04",2020-05-17,3341
"2020-06-04",2020-05-16,3389
"2020-06-04",2020-05-15,4174
"2020-06-04",2020-05-14,3645
"2020-06-04",2020-05-13,3574
"2020-06-04",2020-05-12,3735
"2020-06-04",2020-05-11,3851
"2020-06-04",2020-05-10,5019
"2020-06-04",2020-05-09,3661
"2020-06-04",2020-05-08,3921
"2020-06-04",2020-05-07,3725
"2020-06-04",2020-05-06,3508
"2020-06-04",2020-05-05,4245
"2020-06-04",2020-05-04,4135
"2020-06-04",2020-05-03,3755
"2020-06-04",2020-05-02,3823
"2020-06-04",2020-05-01,5841
"2020-06-04",2020-04-30,4016
"2020-06-04",2020-04-29,3126
"2020-06-04",2020-04-28,3778
"2020-06-04",2020-04-27,3794
"2020-06-04",2020-04-26,3550
"2020-06-04",2020-04-25,3868
"2020-06-04",2020-04-24,3674
"2020-06-04",2020-04-23,3541
"2020-06-04",2020-04-22,3392
"2020-06-04",2020-04-21,3080
"2020-06-04",2020-04-20,4960
"2020-06-04",2020-04-19,3174
"2020-06-04",2020-04-18,3419
"2020-06-04",2020-04-17,3252
"2020-06-04",2020-04-16,2969
"2020-06-04",2020-04-15,3348
"2020-06-04",2020-04-14,2938
"2020-06-04",2020-04-13,3000
"2020-06-04",2020-04-12,2780
"2020-06-04",2020-04-11,2369
"2020-06-04",2020-04-10,3351
"2020-06-04",2020-04-09,2477
"2020-06-04",2020-04-08,2382
"2020-06-04",2020-04-07,2246
"2020-06-04",2020-04-06,2401
"2020-06-04",2020-04-05,2253
"2020-06-04",2020-04-04,2258
"2020-06-04",2020-04-03,2196
"2020-06-04",2020-04-02,2118
"2020-06-04",2020-04-01,2877
"2020-06-04",2020-03-31,1879
"2020-06-04",2020-03-30,2112
"2020-06-04",2020-03-29,1827
"2020-06-04",2020-03-28,1948
"2020-06-04",2020-03-27,2031
"2020-06-04",2020-03-26,2032
"2020-06-04",2020-03-25,2110
"2020-06-04",2020-03-24,2073
"2020-06-04",2020-03-23,2473
"2020-06-04",2020-03-22,1921
"2020-06-04",2020-03-21,1928
"2020-06-04",2020-03-20,2569
"2020-06-04",2020-03-19,1785
"2020-06-04",2020-03-18,1779
"2020-06-04",2020-03-17,1549
"2020-06-04",2020-03-16,1628
"2020-06-04",2020-03-15,1383
"2020-06-04",2020-03-14,1074
"2020-06-04",2020-03-13,957
"2020-06-04",2020-03-12,800
"2020-06-04",2020-03-11,593
"2020-06-04",2020-03-10,673
"2020-06-04",2020-03-09,488
"2020-06-04",2020-03-08,355
"2020-06-04",2020-03-07,292
"2020-06-04",2020-03-06,274
"2020-06-04",2020-03-05,249
"2020-06-04",2020-03-04,201
"2020-06-04",2020-03-03,236
"2020-06-04",2020-03-02,243
"2020-06-04",2020-03-01,304
"2020-06-04",2020-02-29,159
"2020-06-04",2020-02-28,163
"2020-06-04",2020-02-27,159
"2020-06-04",2020-02-26,148
"2020-06-04",2020-02-25,170
"2020-06-04",2020-02-24,152
"2020-06-04",2020-02-23,125
"2020-06-04",2020-02-22,133
"2020-06-04",2020-02-21,123
"2020-06-04",2020-02-20,151
"2020-06-04",2020-02-19,103
"2020-06-04",2020-02-18,103
"2020-06-04",2020-02-17,133
"2020-06-04",2020-02-16,104
"2020-06-04",2020-02-15,102
"2020-06-04",2020-02-14,103
"2020-06-04",2020-02-13,78
"2020-06-04",2020-02-12,90
"2020-06-04",2020-02-11,71
"2020-06-04",2020-02-10,103
"2020-06-04",2020-02-09,78
"2020-06-04",2020-02-08,64
"2020-06-04",2020-02-07,74
"2020-06-04",2020-02-06,59
"2020-06-04",2020-02-05,73
"2020-06-04",2020-02-04,72
"2020-06-04",2020-02-03,64
"2020-06-04",2020-02-02,58
"2020-06-04",2020-02-01,85
"2020-06-04",2020-01-31,46
"2020-06-04",2020-01-30,63
"2020-06-04",2020-01-29,56
"2020-06-04",2020-01-28,55
"2020-06-04",2020-01-27,55
"2020-06-04",2020-01-26,58
"2020-06-04",2020-01-25,62
"2020-06-04",2020-01-24,52
"2020-06-04",2020-01-23,57
"2020-06-04",2020-01-22,52
"2020-06-04",2020-01-21,54
"2020-06-04",2020-01-20,58
"2020-06-04",2020-01-19,53
"2020-06-04",2020-01-18,51
"2020-06-04",2020-01-17,67
"2020-06-04",2020-01-16,65
"2020-06-04",2020-01-15,68
"2020-06-04",2020-01-14,64
"2020-06-04",2020-01-13,50
"2020-06-04",2020-01-12,55
"2020-06-04",2020-01-11,53
"2020-06-04",2020-01-10,71
"2020-06-04",2020-01-09,44
"2020-06-04",2020-01-08,53
"2020-06-04",2020-01-07,56
"2020-06-04",2020-01-06,67
"2020-06-04",2020-01-05,62
"2020-06-04",2020-01-04,47
"2020-06-04",2020-01-03,55
"2020-06-04",2020-01-02,57
"2020-06-04",2020-01-01,83
"2020-06-03",2020-06-03,28
"2020-06-03",2020-06-02,230
"2020-06-03",2020-06-01,483
"2020-06-03",2020-05-31,688
"2020-06-03",2020-05-30,957
"2020-06-03",2020-05-29,1258
"2020-06-03",2020-05-28,1488
"2020-06-03",2020-05-27,1513
"2020-06-03",2020-05-26,1813
"2020-06-03",2020-05-25,2509
"2020-06-03",2020-05-24,2146
"2020-06-03",2020-05-23,2269
"2020-06-03",2020-05-22,2633
"2020-06-03",2020-05-21,2693
"2020-06-03",2020-05-20,3732
"2020-06-03",2020-05-19,2971
"2020-06-03",2020-05-18,3511
"2020-06-03",2020-05-17,3259
"2020-06-03",2020-05-16,3324
"2020-06-03",2020-05-15,4039
"2020-06-03",2020-05-14,3574
"2020-06-03",2020-05-13,3505
"2020-06-03",2020-05-12,3680
"2020-06-03",2020-05-11,3790
"2020-06-03",2020-05-10,4952
"2020-06-03",2020-05-09,3625
"2020-06-03",2020-05-08,3872
"2020-06-03",2020-05-07,3685
"2020-06-03",2020-05-06,3482
"2020-06-03",2020-05-05,4192
"2020-06-03",2020-05-04,4106
"2020-06-03",2020-05-03,3722
"2020-06-03",2020-05-02,3784
"2020-06-03",2020-05-01,5767
"2020-06-03",2020-04-30,3986
"2020-06-03",2020-04-29,3106
"2020-06-03",2020-04-28,3743
"2020-06-03",2020-04-27,3760
"2020-06-03",2020-04-26,3527
"2020-06-03",2020-04-25,3834
"2020-06-03",2020-04-24,3648
"2020-06-03",2020-04-23,3519
"2020-06-03",2020-04-22,3375
"2020-06-03",2020-04-21,3053
"2020-06-03",2020-04-20,4919
"2020-06-03",2020-04-19,3148
"2020-06-03",2020-04-18,3417
"2020-06-03",2020-04-17,3237
"2020-06-03",2020-04-16,2948
"2020-06-03",2020-04-15,3336
"2020-06-03",2020-04-14,2914
"2020-06-03",2020-04-13,2990
"2020-06-03",2020-04-12,2763
"2020-06-03",2020-04-11,2362
"2020-06-03",2020-04-10,3339
"2020-06-03",2020-04-09,2470
"2020-06-03",2020-04-08,2380
"2020-06-03",2020-04-07,2238
"2020-06-03",2020-04-06,2389
"2020-06-03",2020-04-05,2249
"2020-06-03",2020-04-04,2246
"2020-06-03",2020-04-03,2193
"2020-06-03",2020-04-02,2107
"2020-06-03",2020-04-01,2867
"2020-06-03",2020-03-31,1876
"2020-06-03",2020-03-30,2110
"2020-06-03",2020-03-29,1821
"2020-06-03",2020-03-28,1945
"2020-06-03",2020-03-27,2029
"2020-06-03",2020-03-26,2034
"2020-06-03",2020-03-25,2106
"2020-06-03",2020-03-24,2074
"2020-06-03",2020-03-23,2468
"2020-06-03",2020-03-22,1922
"2020-06-03",2020-03-21,1927
"2020-06-03",2020-03-20,2565
"2020-06-03",2020-03-19,1783
"2020-06-03",2020-03-18,1777
"2020-06-03",2020-03-17,1546
"2020-06-03",2020-03-16,1626
"2020-06-03",2020-03-15,1382
"2020-06-03",2020-03-14,1074
"2020-06-03",2020-03-13,957
"2020-06-03",2020-03-12,798
"2020-06-03",2020-03-11,592
"2020-06-03",2020-03-10,673
"2020-06-03",2020-03-09,489
"2020-06-03",2020-03-08,355
"2020-06-03",2020-03-07,290
"2020-06-03",2020-03-06,274
"2020-06-03",2020-03-05,250
"2020-06-03",2020-03-04,201
"2020-06-03",2020-03-03,233
"2020-06-03",2020-03-02,241
"2020-06-03",2020-03-01,302
"2020-06-03",2020-02-29,159
"2020-06-03",2020-02-28,162
"2020-06-03",2020-02-27,158
"2020-06-03",2020-02-26,146
"2020-06-03",2020-02-25,169
"2020-06-03",2020-02-24,152
"2020-06-03",2020-02-23,126
"2020-06-03",2020-02-22,133
"2020-06-03",2020-02-21,123
"2020-06-03",2020-02-20,152
"2020-06-03",2020-02-19,102
"2020-06-03",2020-02-18,103
"2020-06-03",2020-02-17,133
"2020-06-03",2020-02-16,103
"2020-06-03",2020-02-15,102
"2020-06-03",2020-02-14,103
"2020-06-03",2020-02-13,78
"2020-06-03",2020-02-12,90
"2020-06-03",2020-02-11,70
"2020-06-03",2020-02-10,103
"2020-06-03",2020-02-09,78
"2020-06-03",2020-02-08,64
"2020-06-03",2020-02-07,74
"2020-06-03",2020-02-06,59
"2020-06-03",2020-02-05,73
"2020-06-03",2020-02-04,72
"2020-06-03",2020-02-03,64
"2020-06-03",2020-02-02,58
"2020-06-03",2020-02-01,85
"2020-06-03",2020-01-31,46
"2020-06-03",2020-01-30,63
"2020-06-03",2020-01-29,56
"2020-06-03",2020-01-28,55
"2020-06-03",2020-01-27,55
"2020-06-03",2020-01-26,58
"2020-06-03",2020-01-25,62
"2020-06-03",2020-01-24,52
"2020-06-03",2020-01-23,57
"2020-06-03",2020-01-22,52
"2020-06-03",2020-01-21,54
"2020-06-03",2020-01-20,58
"2020-06-03",2020-01-19,53
"2020-06-03",2020-01-18,51
"2020-06-03",2020-01-17,67
"2020-06-03",2020-01-16,64
"2020-06-03",2020-01-15,68
"2020-06-03",2020-01-14,64
"2020-06-03",2020-01-13,50
"2020-06-03",2020-01-12,55
"2020-06-03",2020-01-11,53
"2020-06-03",2020-01-10,71
"2020-06-03",2020-01-09,44
"2020-06-03",2020-01-08,53
"2020-06-03",2020-01-07,56
"2020-06-03",2020-01-06,67
"2020-06-03",2020-01-05,62
"2020-06-03",2020-01-04,47
"2020-06-03",2020-01-03,55
"2020-06-03",2020-01-02,57
"2020-06-03",2020-01-01,83
"2020-06-02",2020-06-03,28
"2020-06-02",2020-06-02,230
"2020-06-02",2020-06-01,483
"2020-06-02",2020-05-31,688
"2020-06-02",2020-05-30,957
"2020-06-02",2020-05-29,1258
"2020-06-02",2020-05-28,1488
"2020-06-02",2020-05-27,1513
"2020-06-02",2020-05-26,1813
"2020-06-02",2020-05-25,2509
"2020-06-02",2020-05-24,2146
"2020-06-02",2020-05-23,2269
"2020-06-02",2020-05-22,2633
"2020-06-02",2020-05-21,2693
"2020-06-02",2020-05-20,3732
"2020-06-02",2020-05-19,2971
"2020-06-02",2020-05-18,3511
"2020-06-02",2020-05-17,3259
"2020-06-02",2020-05-16,3324
"2020-06-02",2020-05-15,4039
"2020-06-02",2020-05-14,3574
"2020-06-02",2020-05-13,3505
"2020-06-02",2020-05-12,3680
"2020-06-02",2020-05-11,3790
"2020-06-02",2020-05-10,4952
"2020-06-02",2020-05-09,3625
"2020-06-02",2020-05-08,3872
"2020-06-02",2020-05-07,3685
"2020-06-02",2020-05-06,3482
"2020-06-02",2020-05-05,4192
"2020-06-02",2020-05-04,4106
"2020-06-02",2020-05-03,3722
"2020-06-02",2020-05-02,3784
"2020-06-02",2020-05-01,5767
"2020-06-02",2020-04-30,3986
"2020-06-02",2020-04-29,3106
"2020-06-02",2020-04-28,3743
"2020-06-02",2020-04-27,3760
"2020-06-02",2020-04-26,3527
"2020-06-02",2020-04-25,3834
"2020-06-02",2020-04-24,3648
"2020-06-02",2020-04-23,3519
"2020-06-02",2020-04-22,3375
"2020-06-02",2020-04-21,3053
"2020-06-02",2020-04-20,4919
"2020-06-02",2020-04-19,3148
"2020-06-02",2020-04-18,3417
"2020-06-02",2020-04-17,3237
"2020-06-02",2020-04-16,2948
"2020-06-02",2020-04-15,3336
"2020-06-02",2020-04-14,2914
"2020-06-02",2020-04-13,2990
"2020-06-02",2020-04-12,2763
"2020-06-02",2020-04-11,2362
"2020-06-02",2020-04-10,3339
"2020-06-02",2020-04-09,2470
"2020-06-02",2020-04-08,2380
"2020-06-02",2020-04-07,2238
"2020-06-02",2020-04-06,2389
"2020-06-02",2020-04-05,2249
"2020-06-02",2020-04-04,2246
"2020-06-02",2020-04-03,2193
"2020-06-02",2020-04-02,2107
"2020-06-02",2020-04-01,2867
"2020-06-02",2020-03-31,1876
"2020-06-02",2020-03-30,2110
"2020-06-02",2020-03-29,1821
"2020-06-02",2020-03-28,1945
"2020-06-02",2020-03-27,2029
"2020-06-02",2020-03-26,2034
"2020-06-02",2020-03-25,2106
"2020-06-02",2020-03-24,2074
"2020-06-02",2020-03-23,2468
"2020-06-02",2020-03-22,1922
"2020-06-02",2020-03-21,1927
"2020-06-02",2020-03-20,2565
"2020-06-02",2020-03-19,1783
"2020-06-02",2020-03-18,1777
"2020-06-02",2020-03-17,1546
"2020-06-02",2020-03-16,1626
"2020-06-02",2020-03-15,1382
"2020-06-02",2020-03-14,1074
"2020-06-02",2020-03-13,957
"2020-06-02",2020-03-12,798
"2020-06-02",2020-03-11,592
"2020-06-02",2020-03-10,673
"2020-06-02",2020-03-09,489
"2020-06-02",2020-03-08,355
"2020-06-02",2020-03-07,290
"2020-06-02",2020-03-06,274
"2020-06-02",2020-03-05,250
"2020-06-02",2020-03-04,201
"2020-06-02",2020-03-03,233
"2020-06-02",2020-03-02,241
"2020-06-02",2020-03-01,302
"2020-06-02",2020-02-29,159
"2020-06-02",2020-02-28,162
"2020-06-02",2020-02-27,158
"2020-06-02",2020-02-26,146
"2020-06-02",2020-02-25,169
"2020-06-02",2020-02-24,152
"2020-06-02",2020-02-23,126
"2020-06-02",2020-02-22,133
"2020-06-02",2020-02-21,123
"2020-06-02",2020-02-20,152
"2020-06-02",2020-02-19,102
"2020-06-02",2020-02-18,103
"2020-06-02",2020-02-17,133
"2020-06-02",2020-02-16,103
"2020-06-02",2020-02-15,102
"2020-06-02",2020-02-14,103
"2020-06-02",2020-02-13,78
"2020-06-02",2020-02-12,90
"2020-06-02",2020-02-11,70
"2020-06-02",2020-02-10,103
"2020-06-02",2020-02-09,78
"2020-06-02",2020-02-08,64
"2020-06-02",2020-02-07,74
"2020-06-02",2020-02-06,59
"2020-06-02",2020-02-05,73
"2020-06-02",2020-02-04,72
"2020-06-02",2020-02-03,64
"2020-06-02",2020-02-02,58
"2020-06-02",2020-02-01,85
"2020-06-02",2020-01-31,46
"2020-06-02",2020-01-30,63
"2020-06-02",2020-01-29,56
"2020-06-02",2020-01-28,55
"2020-06-02",2020-01-27,55
"2020-06-02",2020-01-26,58
"2020-06-02",2020-01-25,62
"2020-06-02",2020-01-24,52
"2020-06-02",2020-01-23,57
"2020-06-02",2020-01-22,52
"2020-06-02",2020-01-21,54
"2020-06-02",2020-01-20,58
"2020-06-02",2020-01-19,53
"2020-06-02",2020-01-18,51
"2020-06-02",2020-01-17,67
"2020-06-02",2020-01-16,64
"2020-06-02",2020-01-15,68
